Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:48:40.894,d7:c3:4a:8c:31:30, 2015-01-01 00:07:10.165, 0.118, -0.023, 1.021, 0, 0, 0, -1.302, -6.641, -80.87, -12.936, 2.156, 7.350, 27.94, -0.75934, 0.0462, 0.03671, 0.64795,
 15:48:41.012,d7:c3:4a:8c:31:30, 2015-01-01 00:07:10.615, 0.118, -0.023, 1.021, 0, 0, 0, -1.302, -6.641, -80.865, -12.936, 2.156, 7.350, 27.94, -0.75934, 0.0462, 0.03671, 0.64795,
 15:48:41.144,d7:c3:4a:8c:31:30, 2015-01-01 00:07:10.615, 0.118, -0.023, 1.021, 0, 0, 0, -1.302, -6.641, -80.859, -12.936, 2.156, 7.350, 27.94, -0.75934, 0.0462, 0.03671, 0.64795,
 15:48:41.224,d7:c3:4a:8c:31:30, 2015-01-01 00:07:10.615, 0.118, -0.023, 1.021, 0, 0, 0, -1.302, -6.641, -80.854, -12.936, 2.058, 7.252, 27.94, -0.75934, 0.0462, 0.03671, 0.64795,
 15:48:41.327,d7:c3:4a:8c:31:30, 2015-01-01 00:07:10.615, 0.118, -0.022, 1.021, 0, 0, 0, -1.296, -6.641, -80.848, -12.936, 2.058, 7.252, 27.94, -0.75946, 0.0462, 0.03674, 0.6478,
 15:48:41.454,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.000, 0.118, -0.022, 1.021, 0, 0, 0, -1.296, -6.641, -80.848, -12.936, 2.058, 7.252, 27.94, -0.75946, 0.0462, 0.03674, 0.6478,
 15:48:41.537,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.000, 0.119, -0.023, 1.021, 0, 0, 0, -1.296, -6.641, -80.843, -12.936, 2.058, 7.252, 27.94, -0.75946, 0.0462, 0.03674, 0.6478,
 15:48:41.613,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.000, 0.121, -0.022, 1.021, 0, 0, 0, -1.296, -6.641, -80.837, -12.936, 2.058, 7.252, 27.94, -0.75946, 0.0462, 0.03674, 0.6478,
 15:48:41.721,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.000, 0.131, -0.023, 1.022, 0, 0, 0, -1.296, -6.641, -80.832, -12.936, 2.058, 7.252, 27.94, -0.75955, 0.04617, 0.03674, 0.64771,
 15:48:41.846,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.360, 0.099, -0.009, 1.018, 0.366, -3.967, -0.671, -1.291, -6.773, -80.843, -12.936, 2.058, 7.252, 27.94, -0.75955, 0.04617, 0.03674, 0.64771,
 15:48:41.929,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.360, 0.126, -0.048, 1.044, -0.488, 4.028, 0.671, -1.313, -6.531, -80.799, -12.936, 2.058, 7.252, 27.94, -0.75955, 0.04617, 0.03674, 0.64771,
 15:48:42.044,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.360, 0.105, -0.008, 1.013, 0, -0.671, -0.122, -1.302, -6.619, -80.788, -12.936, 2.156, 7.350, 27.94, -0.76004, 0.04501, 0.0361, 0.64722,
 15:48:42.146,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.745, 0.106, -0.012, 1.073, 2.869, -17.273, -1.099, -1.148, -6.663, -80.782, -12.936, 2.156, 7.350, 27.94, -0.76004, 0.04501, 0.0361, 0.64722,
 15:48:42.260,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.745, 0.123, 0.019, 1.011, 0.61, 5.066, -0.122, -0.731, -7.075, -80.717, -12.936, 2.156, 7.350, 27.94, -0.76004, 0.04501, 0.0361, 0.64722,
 15:48:42.302,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.745, 0.081, 0.01, 1.01, -0.488, -3.052, -0.977, -0.577, -7.405, -80.793, -12.936, 2.156, 7.154, 27.94, -0.76004, 0.04501, 0.0361, 0.64722,
 15:48:42.454,d7:c3:4a:8c:31:30, 2015-01-01 00:07:11.745, 0.429, -0.047, 1.029, -2.869, 0.305, 0.061, -0.621, -7.399, -80.837, -12.936, 2.156, 7.154, 27.94, -0.7594, 0.04648, 0.04532, 0.64731,
 15:48:42.532,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.105, 0.809, -0.095, 1.154, 20.447, -99.121, 23.132, 0.214, -16.21, -79.47, -12.936, 2.156, 7.154, 27.94, -0.7594, 0.04648, 0.04532, 0.64731,
 15:48:42.637,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.105, 0.462, 0.048, 0.911, 8.484, -6.47, 53.65, 0.016, -15.579, -77.465, -12.936, 2.156, 7.154, 27.94, -0.7594, 0.04648, 0.04532, 0.64731,
 15:48:42.749,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.105, 0.18, 0.062, 0.916, 31.067, 12.39, 146.362, -0.126, -15.09, -67.121, -12.544, 2.058, 7.644, 27.94, -0.7594, 0.04648, 0.04532, 0.64731,
 15:48:42.869,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.105, 0.143, 0.155, 1.048, 24.231, 35.828, 164.673, -1.005, -12.365, -52.251, -12.544, 2.058, 7.644, 27.94, -0.89209, 0.05527, 0.09283, 0.43863,
 15:48:42.932,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.550, 0.094, 0.24, 1.21, 26.917, 27.588, 168.884, -1.489, -9.767, -37.458, -12.544, 2.058, 7.644, 27.94, -0.89209, 0.05527, 0.09283, 0.43863,
 15:48:43.093,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.550, 0.166, 0.089, 0.937, 24.17, -57.068, 168.274, -2, -9.822, -23.67, -12.544, 2.058, 7.644, 27.94, -0.89209, 0.05527, 0.09283, 0.43863,
 15:48:43.125,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.550, -0.143, 0.051, 1.313, 20.813, 9.583, 160.767, -1.741, -10.997, -10.569, -9.408, 1.960, 6.272, 27.94, -0.89209, 0.05527, 0.09283, 0.43863,
 15:48:43.233,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.550, 0.493, 0.151, 1.009, 57.068, -21.667, 157.349, -0.665, -10.278, 1.67, -9.408, 1.960, 6.272, 27.94, -0.99509, 0.0025, 0.09247, -0.03418,
 15:48:43.382,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.910, 0.163, -0.068, 1.217, 26.062, -1.343, 155.762, -1.307, -12.228, 12.294, -9.408, 1.960, 6.272, 27.94, -0.99509, 0.0025, 0.09247, -0.03418,
 15:48:43.442,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.910, 0.004, -0.038, 1.337, 13.733, 15.93, 167.297, -1.653, -8.229, 23.577, -9.408, 1.960, 6.272, 27.94, -0.99509, 0.0025, 0.09247, -0.03418,
 15:48:43.572,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.910, 0.221, 0.139, 1.249, 8.484, 16.479, 160.034, -1.736, -7.284, 34.536, -11.074, 1.960, 5.880, 27.94, -0.99509, 0.0025, 0.09247, -0.03418,
 15:48:43.663,d7:c3:4a:8c:31:30, 2015-01-01 00:07:12.910, 0.067, 0.158, 0.406, 30.884, -74.829, 160.278, -1.884, -9.426, 44.528, -11.074, 1.960, 5.880, 27.94, -0.92096, -0.0163, 0.08252, -0.38034,
 15:48:43.712,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.355, 0.181, 0.296, 0.146, 33.264, -6.104, 140.015, -2.708, -11.371, 54.097, -11.074, 1.960, 5.880, 27.94, -0.92096, -0.0163, 0.08252, -0.38034,
 15:48:43.915,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.355, -0.031, -0.015, 1.239, 8.057, 61.279, 143.86, -2.802, -12.579, 63.177, -11.074, 1.960, 5.880, 27.94, -0.92096, -0.0163, 0.08252, -0.38034,
 15:48:43.922,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.355, 0.225, -0.053, 0.859, 37.781, -1.343, 164.246, -4.356, -8.619, 72.202, -11.858, 1.862, 5.390, 27.94, -0.92096, -0.0163, 0.08252, -0.38034,
 15:48:44.048,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.680, 0.121, 0.164, 0.688, 20.508, -40.405, 162.781, -4.598, -9.943, 81.942, -11.858, 1.862, 5.390, 27.94, -0.73962, -0.03177, 0.09567, -0.66534,
 15:48:44.174,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.680, 0.149, 0.048, 0.806, 24.78, 38.147, 161.499, -4.581, -9.97, 91.609, -11.858, 1.862, 5.390, 27.94, -0.73962, -0.03177, 0.09567, -0.66534,
 15:48:44.283,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.680, 0.049, 0.191, 1.208, 32.104, -5.92, 169.983, -4.444, -9.327, 101.47, -11.858, 1.862, 5.390, 27.94, -0.73962, -0.03177, 0.09567, -0.66534,
 15:48:44.313,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.680, 0.174, -0.007, 0.649, 41.199, -37.781, 152.161, -5.79, -9.794, 115.329, -13.230, 1.960, 5.782, 27.94, -0.73962, -0.03177, 0.09567, -0.66534,
 15:48:44.486,d7:c3:4a:8c:31:30, 2015-01-01 00:07:13.680, 0.166, 0.126, 1.315, 30.334, -14.526, 152.893, -5.696, -9.575, 137.736, -13.230, 1.960, 5.782, 27.94, -0.34479, -0.06094, 0.07443, -0.93369,
 15:48:44.522,d7:c3:4a:8c:31:30, 2015-01-01 00:07:14.100, 0.192, 0.075, 0.911, 19.958, 18.677, 159.18, -5.378, -8.696, 159.813, -13.230, 1.960, 5.782, 27.94, -0.34479, -0.06094, 0.07443, -0.93369,
 15:48:44.661,d7:c3:4a:8c:31:30, 2015-01-01 00:07:14.100, 0.119, 0.106, 0.735, 21.973, -18.127, 155.884, -4.977, -7.652, -178.709, -13.230, 1.960, 5.782, 27.94, -0.34479, -0.06094, 0.07443, -0.93369,
