Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:34:35.087,d7:c3:4a:8c:31:30, 2015-01-01 00:03:03.905, -0.062, -0.19, 1.145, -34.119, -24.597, 213.135, -1.192, -6.114, -177.852, 69.972, -0.294, -87.808, 25.31, 0.06168, 0.04828, 0.00443, 0.99686,
 15:34:35.116,d7:c3:4a:8c:31:30, 2015-01-01 00:03:03.905, -0.008, -0.492, 1.708, 60.547, -18.066, 210.938, -1.901, -5.438, -161.23, 69.972, -0.294, -87.808, 25.31, 0.06168, 0.04828, 0.00443, 0.99686,
 15:34:35.208,d7:c3:4a:8c:31:30, 2015-01-01 00:03:03.905, -0.076, -0.13, 1.046, 70.862, -8.179, 189.026, 1.5, -5.224, -147.145, 68.208, -0.392, -87.710, 25.31, 0.06168, 0.04828, 0.00443, 0.99686,
 15:34:35.386,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, -0.058, 0.013, 1.049, 12.756, 2.808, 195.984, 5.449, -4.263, -134.011, 68.208, -0.392, -87.710, 25.31, -0.39694, 0.0159, 0.0582, 0.9158,
 15:34:35.386,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, -0.064, -0.088, 0.944, 13.855, -2.136, 197.388, 5.208, -5.251, -120.449, 68.208, -0.392, -87.710, 25.31, -0.39694, 0.0159, 0.0582, 0.9158,
 15:34:35.507,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, -0.031, 0.094, 1.125, 30.396, 6.775, 200.134, 6.465, -5.636, -107.386, 68.208, -0.392, -87.710, 25.31, -0.39694, 0.0159, 0.0582, 0.9158,
 15:34:35.665,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, -0.134, -0.168, 1.632, -70.068, -23.376, 204.834, 3.054, -5.29, -93.702, 56.840, -0.294, -78.106, 25.31, -0.39694, 0.0159, 0.0582, 0.9158,
 15:34:35.717,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, -0.098, -0.138, 1.081, 3.967, -11.963, 202.637, -0.956, -7.454, -70.351, 56.840, -0.294, -78.106, 25.31, -0.84167, 0.04404, 0.05057, 0.53574,
 15:34:35.807,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.265, 0.088, -0.101, 1.089, 29.297, -15.259, 199.646, -1.857, -8.322, -43.237, 56.840, -0.294, -78.106, 25.31, -0.84167, 0.04404, 0.05057, 0.53574,
 15:34:35.992,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.860, -0.07, 0, 0.876, 11.475, -10.437, 205.078, -3.428, -7.773, -16.688, 56.840, -0.294, -78.106, 25.28, -0.84167, 0.04404, 0.05057, 0.53574,
 15:34:36.016,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.860, 0.006, -0.31, 1.114, 14.526, -17.822, 206.909, -6.784, -5.971, 9.141, 56.840, -0.294, -78.106, 25.28, -0.84167, 0.04404, 0.05057, 0.53574,
 15:34:36.108,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.860, -0.038, -0.044, 0.762, 29.663, -3.174, 208.557, -6.757, -3.983, 34.025, 67.032, -0.098, -82.320, 25.28, -0.84167, 0.04404, 0.05057, 0.53574,
 15:34:36.270,d7:c3:4a:8c:31:30, 2015-01-01 00:03:04.860, -0.107, -0.147, 0.85, 3.357, -17.456, 207.458, -7.597, -2.34, 57.706, 67.032, -0.098, -82.320, 25.28, -0.81226, 0.04507, 0.04877, -0.57941,
 15:34:36.316,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.220, -0.294, -0.1, 1.227, -4.7, -20.02, 195.19, -7.004, -0.879, 79.634, 67.032, -0.098, -82.320, 25.28, -0.81226, 0.04507, 0.04877, -0.57941,
 15:34:36.420,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.220, 0.007, -0.506, 2.104, -14.404, -77.209, 166.565, -5.208, -0.813, 99.8, 67.032, -0.098, -82.320, 25.28, -0.81226, 0.04507, 0.04877, -0.57941,
 15:34:36.579,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.220, -0.107, 0.12, 0.791, 32.349, -5.432, 184.937, -0.17, -0.286, 116.658, 70.070, -0.196, -87.318, 25.28, -0.81226, 0.04507, 0.04877, -0.57941,
 15:34:36.617,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.220, 0.023, 0.105, 1.198, -5.554, -8.24, 200.134, -0.33, -0.406, 134.22, 70.070, -0.196, -87.318, 25.28, -0.32458, -0.00449, 0.00967, -0.94574,
 15:34:36.792,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.605, -0.144, 0.024, 1.063, 5.615, -2.502, 211.853, -0.714, -1.511, 151.996, 70.070, -0.196, -87.318, 25.28, -0.32458, -0.00449, 0.00967, -0.94574,
 15:34:36.797,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.605, 0.032, 0.016, 0.682, 26.428, 8.606, 215.027, -0.126, -2.197, 169.541, 70.070, -0.196, -87.318, 25.28, -0.32458, -0.00449, 0.00967, -0.94574,
 15:34:36.917,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.605, 0.034, -0.178, 0.778, 63.293, -35.522, 189.636, 1.533, -2.78, -174.243, 69.678, -0.392, -88.984, 25.28, -0.32458, -0.00449, 0.00967, -0.94574,
 15:34:37.078,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.965, -0.042, 0.114, 0.678, 63.477, 18.127, 186.096, 8.207, -2.708, -160.197, 69.678, -0.392, -88.984, 25.28, 0.17883, -0.01013, -0.07681, -0.98077,
 15:34:37.126,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.965, -0.07, 0.02, 0.85, 1.465, 8.423, 203.979, 8.773, -3.9, -146.288, 69.678, -0.392, -88.984, 25.28, 0.17883, -0.01013, -0.07681, -0.98077,
 15:34:37.218,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.965, -0.017, -0.024, 1.029, 30.518, 17.761, 195.374, 9.218, -5.537, -132.676, 69.678, -0.392, -88.984, 25.28, 0.17883, -0.01013, -0.07681, -0.98077,
 15:34:37.398,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.965, 0.139, 0.096, 0.851, 5.005, 0.732, 199.768, 9.783, -7.57, -119.498, 60.564, -0.392, -81.144, 25.28, 0.56644, -0.01459, -0.09283, -0.81866,
 15:34:37.398,d7:c3:4a:8c:31:30, 2015-01-01 00:03:05.965, -0.037, 0.104, 0.236, -18.738, 4.456, 200.439, 6.284, -8.569, -105.694, 60.564, -0.392, -81.144, 25.28, 0.56644, -0.01459, -0.09283, -0.81866,
 15:34:37.547,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.320, -0.07, -0.176, 1.204, 4.028, -19.958, 202.148, 1.857, -11.162, -91.307, 60.564, -0.392, -81.144, 25.28, 0.56644, -0.01459, -0.09283, -0.81866,
 15:34:37.680,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.320, -0.13, 0.001, 1.052, 27.466, 0.305, 200.439, -0.297, -12.535, -63.825, 60.564, -0.392, -81.144, 25.28, 0.56644, -0.01459, -0.09283, -0.81866,
 15:34:37.726,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.320, 0.039, -0.082, 1.054, 6.592, -8.118, 204.224, -5.01, -12.288, -36.409, 58.996, -0.098, -77.714, 25.28, 0.56644, -0.01459, -0.09283, -0.81866,
 15:34:37.830,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.320, -0.221, -0.069, 0.695, 40.1, -9.277, 208.435, -9.349, -9.662, -9.69, 58.996, -0.098, -77.714, 25.28, 0.9938, -0.08371, -0.07251, -0.00055,
 15:34:38.007,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.825, -0.021, -0.108, 1.179, 2.747, -9.583, 207.703, -10.712, -6.07, 15.831, 58.996, -0.098, -77.714, 25.28, 0.9938, -0.08371, -0.07251, -0.00055,
 15:34:38.027,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.825, 0.022, -0.196, 1.092, 13.977, -14.832, 203.186, -12.645, -2.697, 40.325, 58.996, -0.098, -77.714, 25.28, 0.9938, -0.08371, -0.07251, -0.00055,
 15:34:38.218,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.825, 0.121, -0.132, 0.907, 44.983, -16.479, 199.768, -11.299, 0.297, 62.798, 69.776, -0.196, -85.456, 25.28, 0.9938, -0.08371, -0.07251, -0.00055,
 15:34:38.218,d7:c3:4a:8c:31:30, 2015-01-01 00:03:06.825, -0.121, -0.062, -0.003, 44.495, -49.377, 167.786, -8.372, 0.851, 83.485, 69.776, -0.196, -85.456, 25.28, 0.9938, -0.08371, -0.07251, -0.00055,
 15:34:38.328,d7:c3:4a:8c:31:30, 2015-01-01 00:03:07.245, 0.011, 0.284, 0.761, 41.321, 25.208, 187.622, -2.384, 2.785, 101.118, 69.776, -0.196, -85.456, 25.28, 0.74887, -0.06192, -0.04312, 0.65833,
 15:34:38.482,d7:c3:4a:8c:31:30, 2015-01-01 00:03:07.245, -0.092, -0.228, 1.117, 5.371, -7.629, 209.656, -1.615, 3.285, 119.982, 69.776, -0.196, -85.456, 25.28, 0.74887, -0.06192, -0.04312, 0.65833,
 15:34:38.537,d7:c3:4a:8c:31:30, 2015-01-01 00:03:07.245, -0.056, -0.044, 1.092, -14.465, -19.226, 210.632, -0.489, 2.39, 139.005, 69.776, -0.196, -85.456, 25.28, 0.74887, -0.06192, -0.04312, 0.65833,
 15:34:38.652,d7:c3:4a:8c:31:30, 2015-01-01 00:03:07.245, 0.102, -0.071, 1.207, -3.784, 1.953, 207.764, 1.181, 1.428, 157.11, 70.168, -0.294, -89.278, 25.28, 0.74887, -0.06192, -0.04312, 0.65833,
