Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:35:11.307,d7:c3:4a:8c:31:30, 2015-01-01 00:03:39.745, -0.198, 0.419, 0.653, 0.916, 43.03, 214.783, 16.397, -2.9, -170.145, 71.050, -0.196, -86.534, 25.31, 0.24515, 0.04852, 0.12164, 0.96054,
 15:35:11.358,d7:c3:4a:8c:31:30, 2015-01-01 00:03:39.745, -0.174, 0.182, 1.103, -17.395, 69.275, 212.585, 15.771, -2.549, -154.133, 70.560, -0.294, -87.416, 25.31, 0.24515, 0.04852, 0.12164, 0.96054,
 15:35:11.446,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.165, -0.288, 0.609, 1.365, -4.822, 56.824, 204.285, 18.051, -3.049, -139.378, 70.560, -0.294, -87.416, 25.31, -0.35245, -0.03036, 0.15567, 0.92224,
 15:35:11.638,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.165, -0.106, 0.492, 1.258, 11.414, 45.959, 207.581, 18.111, -3.851, -124.656, 70.560, -0.294, -87.416, 25.31, -0.35245, -0.03036, 0.15567, 0.92224,
 15:35:11.686,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.165, -0.184, 0.24, 0.789, 11.719, 46.021, 207.275, 18.012, -5.153, -110.143, 70.560, -0.294, -87.416, 25.31, -0.35245, -0.03036, 0.15567, 0.92224,
 15:35:11.776,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.165, 0.083, 0.325, 1.033, -2.686, 49.438, 207.275, 17.133, -6.136, -88.286, 61.642, -0.392, -80.066, 25.31, -0.35245, -0.03036, 0.15567, 0.92224,
 15:35:11.917,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.165, -0.168, 0.007, 0.019, 0.671, 30.151, 214.172, 13.76, -4.526, -59.974, 61.642, -0.392, -80.066, 25.31, -0.84918, -0.08435, 0.09564, 0.51239,
 15:35:11.986,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.580, -0.161, 0.278, 1.039, -5.31, 51.27, 205.75, 12.321, -3.516, -32.97, 61.642, -0.392, -80.066, 25.31, -0.84918, -0.08435, 0.09564, 0.51239,
 15:35:12.047,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.580, -0.077, 0.31, 0.91, -13.062, 45.837, 207.581, 10.871, -2.082, -7.07, 61.642, -0.392, -80.066, 25.31, -0.84918, -0.08435, 0.09564, 0.51239,
 15:35:12.246,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.580, -0.178, 0.188, 0.721, -0.916, 48.34, 210.754, 10.162, -0.247, 17.82, 62.132, -0.098, -81.536, 25.31, -0.84918, -0.08435, 0.09564, 0.51239,
 15:35:12.257,d7:c3:4a:8c:31:30, 2015-01-01 00:03:40.580, -0.187, 0.197, 0.519, -6.042, 64.941, 205.078, 10.069, 2.615, 41.858, 62.132, -0.098, -81.536, 25.31, -0.89886, -0.07043, -0.06506, -0.42749,
 15:35:12.377,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.025, -0.113, 0.252, 1.252, -12.817, 51.758, 213.562, 11.162, 4.18, 64.797, 62.132, -0.098, -81.536, 25.31, -0.89886, -0.07043, -0.06506, -0.42749,
 15:35:12.541,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.025, -0.145, 0.156, 0.748, -5.676, 43.152, 210.205, 12.332, 4.828, 86.561, 62.132, -0.098, -81.536, 25.31, -0.89886, -0.07043, -0.06506, -0.42749,
 15:35:12.586,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.025, 0.268, 0.146, 0.706, 1.465, 51.086, 204.468, 13.661, 4.812, 106.556, 71.148, -0.098, -86.534, 25.31, -0.89886, -0.07043, -0.06506, -0.42749,
 15:35:12.646,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.025, -0.769, 0.263, 0.175, -6.226, 44.556, 154.846, 15.48, 2.422, 123.102, 71.148, -0.098, -86.534, 25.31, -0.41214, -0.03955, -0.13925, -0.89948,
 15:35:12.853,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.415, -0.009, 0.289, 1.058, -15.442, 51.208, 208.191, 17.424, 1.983, 138.702, 71.148, -0.098, -86.534, 25.31, -0.41214, -0.03955, -0.13925, -0.89948,
 15:35:12.859,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.415, -0.116, 0.128, 1.343, 22.644, 41.199, 202.393, 18.528, 1.143, 155.572, 71.148, -0.098, -86.534, 25.31, -0.41214, -0.03955, -0.13925, -0.89948,
 15:35:12.976,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.415, -0.271, 0.038, 1.058, 37.537, 59.57, 204.651, 19.759, -1.005, 171.414, 70.560, -0.294, -87.416, 25.31, -0.41214, -0.03955, -0.13925, -0.89948,
 15:35:13.140,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.415, -0.261, 0.034, 1.364, -61.035, 40.955, 202.881, 20.017, -2.016, -172.606, 70.560, -0.294, -87.416, 25.31, 0.11865, -0.00897, -0.17511, -0.97729,
 15:35:13.186,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.800, -0.211, 0.441, 1.528, -8.484, 45.532, 195.496, 21.682, -3.483, -158.044, 70.560, -0.294, -87.416, 25.31, 0.11865, -0.00897, -0.17511, -0.97729,
 15:35:13.246,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.800, -0.052, 0.394, 1.084, -21.667, 37.109, 209.839, 21.292, -5.422, -143.657, 70.560, -0.294, -87.416, 25.31, 0.11865, -0.00897, -0.17511, -0.97729,
 15:35:13.462,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.800, -0.147, 0.237, 0.713, 9.338, 42.908, 205.139, 20.621, -7.564, -129.018, 70.560, -0.294, -87.416, 25.31, 0.11865, -0.00897, -0.17511, -0.97729,
 15:35:13.462,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.800, 0.184, 0.291, 0.981, 13.306, 54.749, 203.369, 19.731, -8.893, -114.521, 70.560, -0.294, -87.416, 25.31, 0.11865, -0.00897, -0.17511, -0.97729,
 15:35:13.579,d7:c3:4a:8c:31:30, 2015-01-01 00:03:41.800, -0.216, 0.067, 0.113, -27.1, 48.889, 205.75, 16.771, -8.597, -97.625, 58.800, -0.294, -78.498, 25.31, 0.74493, 0.04401, -0.14206, -0.65024,
 15:35:13.741,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.340, -0.197, 0.236, 0.938, 0.61, 53.711, 205.75, 12.997, -8.558, -69.307, 58.800, -0.294, -78.498, 25.31, 0.74493, 0.04401, -0.14206, -0.65024,
 15:35:13.787,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.340, -0.133, 0.25, 1.067, 6.226, 53.955, 203.979, 9.108, -6.614, -41.803, 58.800, -0.294, -78.498, 25.31, 0.74493, 0.04401, -0.14206, -0.65024,
 15:35:13.878,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.340, -0.121, 0.173, 0.907, -6.836, 50.659, 209.534, 6.526, -3.571, -15.353, 58.800, -0.294, -78.498, 25.31, 0.74493, 0.04401, -0.14206, -0.65024,
 15:35:14.082,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.340, -0.205, 0.235, 0.628, -11.841, 65.43, 204.102, 5.806, 1.187, 10.3, 63.210, -0.196, -82.124, 25.31, 0.97244, 0.04291, 0.04163, 0.22519,
 15:35:14.082,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.340, -0.146, 0.116, 1.307, -6.104, 48.645, 208.13, 6.196, 4.664, 34.596, 63.210, -0.196, -82.124, 25.31, 0.97244, 0.04291, 0.04163, 0.22519,
 15:35:14.176,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.725, -0.054, 0.164, 0.877, 1.221, 44.434, 210.938, 8.35, 6.779, 57.816, 63.210, -0.196, -82.124, 25.31, 0.97244, 0.04291, 0.04163, 0.22519,
 15:35:14.339,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.725, 0.321, 0.219, 0.919, 6.165, 47.607, 203.979, 11.041, 7.729, 79.728, 63.210, -0.196, -82.124, 25.31, 0.97244, 0.04291, 0.04163, 0.22519,
 15:35:14.386,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.725, 0.318, 0.021, 0.279, -4.028, 67.383, 151.428, 13.524, 5.944, 97.971, 70.952, -0.196, -86.828, 25.31, 0.97244, 0.04291, 0.04163, 0.22519,
 15:35:14.477,d7:c3:4a:8c:31:30, 2015-01-01 00:03:42.725, -0.288, 0.257, 1.538, -0.061, 39.307, 191.162, 16.403, 5.988, 115.137, 70.952, -0.196, -86.828, 25.31, 0.48062, 0.03195, 0.1619, 0.86121,
 15:35:14.672,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.230, 0.021, 0.183, 1.087, 17.334, 42.786, 220.52, 19.391, 4.219, 133.566, 70.952, -0.196, -86.828, 25.31, 0.48062, 0.03195, 0.1619, 0.86121,
 15:35:14.672,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.230, -0.476, 0.298, 0.955, 11.963, 46.57, 208.252, 21.791, 2.126, 151.452, 70.952, -0.196, -86.828, 25.31, 0.48062, 0.03195, 0.1619, 0.86121,
 15:35:14.777,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.230, -0.177, 0.005, 1.849, 6.287, 25.879, 217.102, 23.313, 0.61, 169.069, 70.168, -0.196, -86.926, 25.31, 0.48062, 0.03195, 0.1619, 0.86121,
 15:35:14.940,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.560, -0.106, 0.301, 0.97, -9.216, 27.832, 211.67, 24.494, -2.626, -175.49, 70.168, -0.196, -86.926, 25.31, -0.04327, 0.01404, 0.2128, 0.97598,
 15:35:14.986,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.560, -0.108, 0.27, 0.825, -7.812, 40.649, 204.834, 24.038, -5.191, -160.582, 70.168, -0.196, -86.926, 25.31, -0.04327, 0.01404, 0.2128, 0.97598,
 15:35:15.077,d7:c3:4a:8c:31:30, 2015-01-01 00:03:43.560, -0.034, 0.269, 0.849, 9.338, 61.035, 203.918, 23.258, -8.015, -145.937, 70.168, -0.196, -86.926, 25.31, -0.04327, 0.01404, 0.2128, 0.97598,
